,Date,User_Id,Message,NumberOfPastPosts,Role
1225,"
May 2006 ",zdr81,"
OK I've narrowed it down to two choices, both prices being out-the-door with only TTL to pay.1) 2006 Accord EX-L with navi - $24K2) 2005 Acura TSX with 8.5K miles, no navi - $24.5KThe accord is complete and a good value for the price but the TSX has the sporty/luxury feel and makes the accord feel rather boring. Besides having that extra luxury feel, my other priority is the gas mileage. What should I pick? Do the prices seem reasonable, especially the TSX? Thanks  ",Posts: 14,Member
1226,"
May 2006 ",krzyss,"
as it does not exist.Krzys ",Posts: 849,Member
1227,"
May 2006 ",zdr81,"
I am in the same boat except I took out passat due to VW's reliability issues. ",Posts: 14,Member
1228,"
May 2006 ",justin12,"
Which one is the better car? Thoughts? ",Posts: 23,Member
1229,"
May 2006 ",taxesquire,"
I would take a G35 over a TL any day of the week.The FWD TL's are undriveable when you hammer them, way too much torque steer.I have a manual '04 TL and the torque steer isn't really bad, especially since I got new tires. I do wish it was on a rear wheel drive platform, but if performance isn't a top criteria, this probably will not affect you. ",Posts: 681,Member
1230,"
May 2006 ",z71bill,"
My wife already knew she wanted a TSX - every time she saw one she would say - thats my next car! So we went in to take a test drive - BIG disappointment. The handling was poor (crummy in the corners) - the ride was harsh (bumpy / could feel every expansion joint) - both cars we drove had a buzzing sound coming out of the dash. We were also considering a different car for my daughter - so we drove a 2006 Civic the same day - the Civic and the TSX have about the same handling capabilities - the Civic has a better ride quality. The TSX does have more power than the Civic. The TSX is an old design - it is based on the 2002 European Accord - so if you want a 2002 Accord with leather that requires premium gas - buy the TSX. We took it off our shopping list - I can't understand why this car sells at all - there must be some car buyers that think that the Acura badge has some value and really don't care that it is really just a rebadged Accord. I would take the Accord over the TSX - but make mine a coupe. ","Posts: 1,986",Member
1231,"
May 2006 ",rsholland,"
The firm ride is because of the sport suspension and low profile performance tires. My WRX has a very firm (some might call it harsh) ride too. It's ride is noticebly firmer and noiser than my son's Outback Sport. If you want ""sport,"" that's the price you pay.The Civic is not a performance car, with the exception of the Si. I'm sure its ride is tuned more for comfort than the TSX's. The Civic's tires do not have as low a profile, and therefore absorb the bumps much better, and the springs are softer too.I'm sure if you were to test two Mercedes E350s, one with the optional sport suspension and one without, you would find the same thing. The one with sport suspention and ultra-low profile tires would ride much harsher than the one with the standard suspension.Bob ","Posts: 19,788",Member
1232,"
May 2006 ",z71bill,"
Ride and handling is normally a trade off - you want great handling you get a harsh ride - want soft ride give up some handling - Some how Acura was able to make the TSX ride like a car that should handle very well but does not - and handle like a car that has a soft ride - but doesn't. I think its the 2002 technology. In the sporty / near luxury car segment (whatever name you want to use) the car should have a firm ride but that does not mean you should feel every expansion joint in the road - thump - thump - thump - and it should handle 1000 times better than a $15K Civic. The TSX just plain falls short. You could be right about the tires - maybe Acura just kept the same suspension tuning as the 2002 European Accord and stuck for low profile tires on it. That could explain the ride and handling. ","Posts: 1,986",Member
1233,"
May 2006 ",lilaj,"
These are both great choices and whatever u decide u won't regret it.the accord ex-l is pretty much loaded with all the goodies (dual heated seats, power driver seat, automatic dual climate control, 6 disc cd changer, led brake lights, etc), which u probably already know. You also mentioned the dvd navigation system which put the icing on the cake. The accord styling is attractive, but the tsx is much better looking, and for $500 more i would go with the tsx.I know u mentioned gas, and the tsx does use premium fuel which seems weird for a 4 cyl car. U do get more hp (34) with tsx, but i guess with it being a luxury car u just have to use premium.the tsx is fully loaded, only missing the dvd navigation system which is nice, but with standard features like, heated power driver and passenger seats, auto rear view mirror, 6 disc cd changer with a 320 watt 8 speaker surround sound system(compared to accords 120 watt 6 speaker system) xenon headlights, (which is a plus on value)and the cool looking turn signals on the mirrors makes this car worth getting for $24500. :shades: ",Posts: 15,Member
1234,"
May 2006 ",zdr81,"
that was how my reasoning was.. until I realized I have no idea how the first 8.5K miles were driven .. since it could have been a dealer car, it could have been driven very harshly and would have a considerable effect on the long term reliability. I will settle for an accord ex-l with navi and trade it in later when the tsx is redesigned  ",Posts: 14,Member
1235,"
May 2006 ",lilaj,"
good luck, like i said u want regret your choice honda makes real great cars.  ",Posts: 15,Member
1236,"
May 2006 ",zdr81,"
yeah they do. only they need some major plastic surgery.. the car is BORING on the outside (and inside). oh well, will be happy with the resale in a few years ;-) ",Posts: 14,Member
1237,"
May 2006 ",zdr81,"
ok i'm back to square one because now I have a good offer for a brand new tsx.here are my choices:1) 06 accord EX-L with navi (4cyl auto) - $23,950 out the door2) 06 acura tsx (without navi, auto) - $26,300 out the door3) 05 acura tsx w/o navi with 5.3K miles, auto - $24,500 out the door. ",Posts: 14,Member
1238,"
May 2006 ",markcincinnati,"
Navi - don't leave home without it. ","Posts: 5,343",Member
1239,"
May 2006 ",zdr81,"
if I buy the tsx, I can always get a navi. their built in navi is sweet but not worth an extra $2K IMO. ",Posts: 14,Member
1240,"
May 2006 ",arvin1,"
Go for the Bmw or the audi! ",Posts: 9,Member
1241,"
May 2006 ",andres3,"
Go for the Bmw or the audi! I'd recommend the Audi A3 over both the Accord and the TSX.but between Accord and TSX, it all comes down to.... do you want power or gas mileage with regular fuel? Do you want luxurious interior, or just a nice interior?Acura has better warranty, but its not like you'll ever need to use the warranty with either vehicle. ","Posts: 12,906",Member
1242,"
May 2006 ",markcincinnati,"
The burning of regular fuel should not even enter into the equation for many reasons.But, rather than ""prove"" that an engine designed for premium fuel is generally both more effective and more efficient, I will simply hit the money justification first in some detail.If you believe that Regular will be at least $2.50 per gallon and you also believe that plus ten cents per grade is generally the norm, let's look at this financially.Gas tank = 20 gallons, for instance.Fillup of regular = $50Fillup of premium = $54If you use one tank per week the annual cost would be $208 higher for the car that required premium. As the price of regular rises -- and unless the difference in price between premium and regular changes -- the cost actually goes down as a percentage of the total cost for 52 fillups.Assuming the consumption doesn't change, the difference will remain $4.00 per tankful, of course.=====There is and will continue to be a push for cars that require ever higher octane numbers. Indeed one of the advantages, for example, of E85 is that it can offer higher octane which is a good thing for a car engine's overall performance (performance being a deliberately broad term meaning to include effectivity and efficiency.)I am somewhat suspect of cars that claim to run on regular for I feel that a more efficient engine could be constructed but at the cost of requiring premium fuel.We all seem to want higher power (horses and twist) and better fuel economy. One of the ways that this can be accomplished is by raising the compression ratio (hence the need for higher octane fuel) of the engine.Broadly, generally and typically, I would, therefore, EXCLUDE the car in the class that used regular figuring that it might be less powerful, more thirsty and dirtier than a like volume engine (typically smaller in absolute terms, however) that has a higher compression ratio.I started out driving a 1963 V8 Chrysler Newport with a Firecracker 265 engine. It had a two bbl carb and produced 265 HP and it drank gas (which at the time was as low as 24.9 cents per gallon -- I am old, don't you know?)My current 3.2 (3.1L) V6 Audi engine has 255HP and it sips gas and feels every bit as powerful (this is a memory issue obviously since I do not have both cars side by side to test) if not moreso than that big ol' V8.This is a stark contrast, but the underlying concepts can be demonstrated today.There can be some pretty unimpressive engines in the ""performance"" regard who can claim ""yea, but at least we burn regular. . . .""I find such engines to typically suck gas and spew pollution -- both in quantities that exceed a higher compression engine that requires premium juice to run at its best.Power and gas mileage improvements often go hand in hand as manufacturers keep pushing their engine's compression ratios ever higher.Ignore the regular gas arguments, since there is plenty of evidence that can be shown to ""prove"" that many of the ""regular fuel is ok"" engines require more fuel and produce less power and more dirt than their premium sucking counterparts.Please remember that although I believe what I have just written that the statements are generalizations -- there are regular burning engines that run just fine and do not conform to my rather broad statements.Probably a good source for more info would be Popular Mechanics and a web site that can be googled ""how stuff works."" :shades: Nothing I have written suggests that using Premium in a car that is NOT designed to benefit from it will improve mileage or power. Conversely, nothing I have written should suggest that using Regular in a car designed for Premium is anything but a false economy and is indeed more wasteful. :surprise: ","Posts: 5,343",Member
